Data are continuously updated and reviewed.,,
The format of this file is as follows:,,
POS.  1-8   = Date of daily flow  CCYYMMDD,,
POS. 10-18  = Daily avg flow rate in cubic metres/sec 99999.999,,
POS. 20-24  = Quality code,,
,,
B7H026,,
Variable 100.00 Surface Water Level,,
,,
date,discharge,quality
20041009,,255
20041010,,255
20041011,,255
20041012,,255
20041013,,255
20041014,,255
20041015,,255
20041016,,255
20041017,,255
20041018,,255
20041019,,255
20041020,,255
20041021,,255
20041022,,255
20041023,,255
20041024,,255
20041025,,255
20041026,,255
20041027,,255
20041028,,255
20041029,,255
20041030,,255
20041031,,255
20041101,,255
20041102,,255
20041103,,255
20041104,,255
20041105,,255
20041106,,255
20041107,,255
20041108,,255
20041109,,255
20041110,,255
20041111,,255
20041112,,255
20041113,,255
20041114,,255
20041115,,255
20041116,,255
20041117,,255
20041118,,255
20041119,,255
20041120,,255
20041121,,255
20041122,,255
20041123,,255
20041124,,255
20041125,,255
20041126,,255
20041127,,255
20041128,,255
20041129,,255
20041130,,255
20041201,,255
20041202,,255
20041203,,255
20041204,,255
20041205,,255
20041206,,255
20041207,,255
20041208,,255
20041209,,255
20041210,,255
20041211,,255
20041212,,255
20041213,,255
20041214,,255
20041215,,255
20041216,,255
20041217,,255
20041218,,255
20041219,,255
20041220,,255
20041221,,255
20041222,,255
20041223,,255
20041224,,255
20041225,,255
20041226,,255
20041227,,255
20041228,,255
20041229,,255
20041230,,255
20041231,,255
20050101,,255
20050102,,255
20050103,,255
20050104,,255
20050105,,255
20050106,,255
20050107,,255
20050108,,255
20050109,,255
20050110,,255
20050111,,255
20050112,,255
20050113,,255
20050114,,255
20050115,,255
20050116,,255
20050117,,255
20050118,,255
20050119,,255
20050120,,255
20050121,,255
20050122,,255
20050123,,255
20050124,,255
20050125,,255
20050126,,255
20050127,,255
20050128,,255
20050129,,255
20050130,,255
20050131,,255
20050201,,255
20050202,,255
20050203,,255
20050204,,255
20050205,,255
20050206,,255
20050207,,255
20050208,,255
20050209,,255
20050210,,255
20050211,,255
20050212,,255
20050213,,255
20050214,,255
20050215,,255
20050216,,255
20050217,,255
20050218,,255
20050219,,255
20050220,,255
20050221,,255
20050222,,255
20050223,,255
20050224,,255
20050225,,255
20050226,,255
20050227,,255
20050228,,255
20050301,,255
20050302,,255
20050303,,255
20050304,,255
20050305,,255
20050306,,255
20050307,,255
20050308,,255
20050309,,255
20050310,,255
20050311,,255
20050312,,255
20050313,,255
20050314,,255
20050315,,255
20050316,,255
20050317,,255
20050318,,255
20050319,,255
20050320,,255
20050321,,255
20050322,,255
20050323,,255
20050324,,255
20050325,,255
20050326,,255
20050327,,255
20050328,,255
20050329,,255
20050330,,255
20050331,,255
20050401,,255
20050402,,255
20050403,,255
20050404,,255
20050405,,255
20050406,,255
20050407,,255
20050408,,255
20050409,,255
20050410,,255
20050411,,255
20050412,,255
20050413,,255
20050414,,255
20050415,,255
20050416,,255
20050417,,255
20050418,,255
20050419,,255
20050420,,255
20050421,,255
20050422,,255
20050423,,255
20050424,,255
20050425,,255
20050426,,255
20050427,,255
20050428,,255
20050429,,255
20050430,,255
20050501,,255
20050502,,255
20050503,,255
20050504,,255
20050505,,255
20050506,,255
20050507,,255
20050508,,255
20050509,,255
20050510,,255
20050511,,255
20050512,,255
20050513,,255
20050514,,255
20050515,,255
20050516,,255
20050517,,255
20050518,,255
20050519,,255
20050520,,255
20050521,,255
20050522,,255
20050523,,255
20050524,,255
20050525,,255
20050526,,255
20050527,,255
20050528,,255
20050529,,255
20050530,,255
20050531,,255
20050601,,255
20050602,,255
20050603,,255
20050604,,255
20050605,,255
20050606,,255
20050607,,255
20050608,,255
20050609,,255
20050610,,255
20050611,,255
20050612,,255
20050613,,255
20050614,,255
20050615,,255
20050616,,255
20050617,,255
20050618,,255
20050619,,255
20050620,,255
20050621,,255
20050622,,255
20050623,,255
20050624,,255
20050625,,255
20050626,,255
20050627,,255
20050628,,255
20050629,,255
20050630,,255
20050701,,255
20050702,,255
20050703,,255
20050704,,255
20050705,,255
20050706,,255
20050707,,255
20050708,,255
20050709,,255
20050710,,255
20050711,,255
20050712,,255
20050713,,255
20050714,,255
20050715,,255
20050716,,255
20050717,,255
20050718,,255
20050719,,255
20050720,,255
20050721,,255
20050722,,255
20050723,,255
20050724,,255
20050725,,255
20050726,,255
20050727,,255
20050728,,255
20050729,,255
20050730,,255
20050731,,255
20050801,,255
20050802,,255
20050803,,255
20050804,,255
20050805,,255
20050806,,255
20050807,,255
20050808,,255
20050809,,255
20050810,,255
20050811,,255
20050812,,255
20050813,,255
20050814,,255
20050815,,255
20050816,,255
20050817,,255
20050818,,255
20050819,,255
20050820,,255
20050821,,255
20050822,,255
20050823,,255
20050824,,255
20050825,,255
20050826,,255
20050827,,255
20050828,,255
20050829,,255
20050830,,255
20050831,,255
20050901,,255
20050902,,255
20050903,,255
20050904,,255
20050905,,255
20050906,,255
20050907,,255
20050908,,255
20050909,,255
20050910,,255
20050911,,255
20050912,,255
20050913,,255
20050914,,255
20050915,,255
20050916,,255
20050917,,255
20050918,,255
20050919,,255
20050920,,255
20050921,,255
20050922,,255
20050923,,255
20050924,,255
20050925,,255
20050926,,255
20050927,,255
20050928,,255
20050929,,255
20050930,,255
20051001,,255
20051002,,255
20051003,,255
20051004,,255
20051005,,255
20051006,,255
20051007,,255
20051008,,255
20051009,,255
20051010,,255
20051011,,255
20051012,,255
20051013,,255
20051014,,255
20051015,,255
20051016,,255
20051017,,255
20051018,,255
20051019,,255
20051020,,255
20051021,,255
20051022,,255
20051023,,255
20051024,,255
20051025,,255
20051026,,255
20051027,,255
20051028,,255
20051029,,255
20051030,,255
20051031,,255
20051101,,255
20051102,,255
20051103,,255
20051104,,255
20051105,,255
20051106,,255
20051107,,255
20051108,,255
20051109,,255
20051110,,255
20051111,,255
20051112,,255
20051113,,255
20051114,,255
20051115,,255
20051116,,255
20051117,,255
20051118,,255
20051119,,255
20051120,,255
20051121,,255
20051122,,255
20051123,,255
20051124,,255
20051125,,255
20051126,,255
20051127,,255
20051128,,255
20051129,,255
20051130,,255
20051201,,255
20051202,,255
20051203,,255
20051204,,255
20051205,,255
20051206,,255
20051207,,255
20051208,,255
20051209,,255
20051210,,255
20051211,,255
20051212,,255
20051213,,255
20051214,,255
20051215,,255
20051216,,255
20051217,,255
20051218,,255
20051219,,255
20051220,,255
20051221,,255
20051222,,255
20051223,,255
20051224,,255
20051225,,255
20051226,,255
20051227,,255
20051228,,255
20051229,,255
20051230,,255
20051231,,255
20060101,,255
20060102,,255
20060103,,255
20060104,,255
20060105,,255
20060106,,255
20060107,,255
20060108,,255
20060109,,255
20060110,,255
20060111,,255
20060112,,255
20060113,,255
20060114,,255
20060115,,255
20060116,,255
20060117,,255
20060118,,255
20060119,,255
20060120,,255
20060121,,255
20060122,,255
20060123,,255
20060124,,255
20060125,,255
20060126,,255
20060127,,255
20060128,,255
20060129,,255
20060130,,255
20060131,,255
20060201,,255
20060202,,255
20060203,,255
20060204,,255
20060205,,255
20060206,,255
20060207,,255
20060208,,255
20060209,,255
20060210,,255
20060211,,255
20060212,,255
20060213,,255
20060214,,255
20060215,,255
20060216,,255
20060217,,255
20060218,,255
20060219,,255
20060220,,255
20060221,,255
20060222,,255
20060223,,255
20060224,,255
20060225,,255
20060226,,255
20060227,,255
20060228,,255
20060301,,255
20060302,,255
20060303,,255
20060304,,255
20060305,,255
20060306,,255
20060307,,255
20060308,,255
20060309,,255
20060310,,255
20060311,,255
20060312,,255
20060313,,255
20060314,,255
20060315,,255
20060316,,255
20060317,,255
20060318,,255
20060319,,255
20060320,,255
20060321,,255
20060322,,255
20060323,,255
20060324,,255
20060325,,255
20060326,,255
20060327,,255
20060328,,255
20060329,,255
20060330,,255
20060331,,255
20060401,,255
20060402,,255
20060403,,255
20060404,,255
20060405,,255
20060406,,255
20060407,,255
20060408,,255
20060409,,255
20060410,,255
20060411,,255
20060412,,255
20060413,,255
20060414,,255
20060415,,255
20060416,,255
20060417,,255
20060418,,255
20060419,,255
20060420,,255
20060421,,255
20060422,,255
20060423,,255
20060424,,255
20060425,,255
20060426,,255
20060427,,255
20060428,,255
20060429,,255
20060430,,255
20060501,,255
20060502,,255
20060503,,255
20060504,,255
20060505,,255
20060506,,255
20060507,,255
20060508,,255
20060509,,255
20060510,,255
20060511,,255
20060512,,255
20060513,,255
20060514,,255
20060515,,255
20060516,,255
20060517,,255
20060518,,255
20060519,,255
20060520,,255
20060521,,255
20060522,,255
20060523,,255
20060524,,255
20060525,,255
20060526,,255
20060527,,255
20060528,,255
20060529,,255
20060530,,255
20060531,,255
20060601,,255
20060602,,255
20060603,,255
20060604,,255
20060605,,255
20060606,,255
20060607,,255
20060608,,255
20060609,,255
20060610,,255
20060611,,255
20060612,,255
20060613,,255
20060614,,255
20060615,,255
20060616,,255
20060617,,255
20060618,,255
20060619,,255
20060620,,255
20060621,,255
20060622,,255
20060623,,255
20060624,,255
20060625,,255
20060626,,255
20060627,,255
20060628,,255
20060629,,255
20060630,,255
20060701,,255
20060702,,255
20060703,,255
20060704,,255
20060705,,255
20060706,,255
20060707,,255
20060708,,255
20060709,,255
20060710,,255
20060711,,255
20060712,,255
20060713,,255
20060714,,255
20060715,,255
20060716,,255
20060717,,255
20060718,,255
20060719,,255
20060720,,255
20060721,,255
20060722,,255
20060723,,255
20060724,,255
20060725,,255
20060726,,255
20060727,,255
20060728,,255
20060729,,255
20060730,,255
20060731,,255
20060801,,255
20060802,,255
20060803,,255
20060804,,255
20060805,,255
20060806,,255
20060807,,255
20060808,,255
20060809,,255
20060810,,255
20060811,,255
20060812,,255
20060813,,255
20060814,,255
20060815,,255
20060816,,255
20060817,,255
20060818,,255
20060819,,255
20060820,,255
20060821,,255
20060822,,255
20060823,,255
20060824,,255
20060825,,255
20060826,,255
20060827,,255
20060828,,255
20060829,,255
20060830,,255
20060831,,255
20060901,,255
20060902,,255
20060903,,255
20060904,,255
20060905,,255
20060906,,255
20060907,,255
20060908,,255
20060909,,255
20060910,,255
20060911,,255
20060912,,255
20060913,,255
20060914,,255
20060915,,255
20060916,,255
20060917,,255
20060918,,255
20060919,,255
20060920,,255
20060921,,255
20060922,,255
20060923,,255
20060924,,255
20060925,,255
20060926,,255
20060927,,255
20060928,,255
20060929,,255
20060930,,255
20061001,,255
20061002,,255
20061003,,255
20061004,,255
20061005,,255
20061006,,255
20061007,,255
20061008,,255
20061009,,255
20061010,,255
20061011,,255
20061012,,255
20061013,,255
20061014,,255
20061015,,255
20061016,,255
20061017,,255
20061018,,255
20061019,,255
20061020,,255
20061021,,255
20061022,,255
20061023,,255
20061024,,255
20061025,,255
20061026,,255
20061027,,255
20061028,,255
20061029,,255
20061030,,255
20061031,,255
20061101,,255
20061102,,255
20061103,,255
20061104,,255
20061105,,255
20061106,,255
20061107,,255
20061108,,255
20061109,,255
20061110,,255
20061111,,255
20061112,,255
20061113,,255
20061114,,255
20061115,,255
20061116,,255
20061117,,255
20061118,,255
20061119,,255
20061120,,255
20061121,,255
20061122,,255
20061123,,255
20061124,,255
20061125,,255
20061126,,255
20061127,,255
20061128,,255
20061129,,255
20061130,,255
20061201,,255
20061202,,255
20061203,,255
20061204,,255
20061205,,255
20061206,,255
20061207,,255
20061208,,255
20061209,,255
20061210,,255
20061211,,255
20061212,,255
20061213,,255
20061214,,255
20061215,,255
20061216,,255
20061217,,255
20061218,,255
20061219,,255
20061220,,255
20061221,,255
20061222,,255
20061223,,255
20061224,,255
20061225,,255
20061226,,255
20061227,,255
20061228,,255
20061229,,255
20061230,,255
20061231,,255
20070101,,255
20070102,,255
20070103,,255
20070104,,255
20070105,,255
20070106,,255
20070107,,255
20070108,,255
20070109,,255
20070110,,255
20070111,,255
20070112,,255
20070113,,255
20070114,,255
20070115,,255
20070116,,255
20070117,,255
20070118,,255
20070119,,255
20070120,,255
20070121,,255
20070122,,255
20070123,,255
20070124,,255
20070125,,255
20070126,,255
20070127,,255
20070128,,255
20070129,,255
20070130,,255
20070131,,255
20070201,,255
20070202,,255
20070203,,255
20070204,,255
20070205,,255
20070206,,255
20070207,,255
20070208,,255
20070209,,255
20070210,,255
20070211,,255
20070212,,255
20070213,,255
20070214,,255
20070215,,255
20070216,,255
20070217,,255
20070218,,255
20070219,,255
20070220,,255
20070221,,255
20070222,,255
20070223,,255
20070224,,255
20070225,,255
20070226,,255
20070227,,255
20070228,,255
20070301,,255
20070302,,255
20070303,,255
20070304,,255
20070305,,255
20070306,,255
20070307,,255
20070308,,255
20070309,,255
20070310,,255
20070311,,255
20070312,,255
20070313,,255
20070314,,255
20070315,,255
20070316,,255
20070317,,255
20070318,,255
20070319,,255
20070320,,255
20070321,,255
20070322,,255
20070323,,255
20070324,,255
20070325,,255
20070326,,255
20070327,,255
20070328,,255
20070329,,255
20070330,,255
20070331,,255
20070401,,255
20070402,,255
20070403,,255
20070404,,255
20070405,,255
20070406,,255
20070407,,255
20070408,,255
20070409,,255
20070410,,255
20070411,,255
20070412,,255
20070413,,255
20070414,,255
20070415,,255
20070416,,255
20070417,,255
20070418,,255
20070419,,255
20070420,,255
20070421,,255
20070422,,255
20070423,,255
20070424,,255
20070425,,255
20070426,,255
20070427,,255
20070428,,255
20070429,,255
20070430,,255
20070501,,255
20070502,,255
20070503,,255
20070504,,255
20070505,,255
20070506,,255
20070507,,255
20070508,,255
20070509,,255
20070510,,255
20070511,,255
20070512,,255
20070513,,255
20070514,,255
20070515,,255
20070516,,255
20070517,,255
20070518,,255
20070519,,255
20070520,,255
20070521,,255
20070522,,255
20070523,,255
20070524,,255
20070525,,255
20070526,,255
20070527,,255
20070528,,255
20070529,,255
20070530,,255
20070531,,255
20070601,,255
20070602,,255
20070603,,255
20070604,,255
20070605,,255
20070606,,255
20070607,,255
20070608,,255
20070609,,255
20070610,,255
20070611,,255
20070612,,255
20070613,,255
20070614,,255
20070615,,255
20070616,,255
20070617,,255
20070618,,255
20070619,,255
20070620,,255
20070621,,255
20070622,,255
20070623,,255
20070624,,255
20070625,,255
20070626,,255
20070627,,255
20070628,,255
20070629,,255
20070630,,255
20070701,,255
20070702,,255
20070703,,255
20070704,,255
20070705,,255
20070706,,255
20070707,,255
20070708,,255
20070709,,255
20070710,,255
20070711,,255
20070712,,255
20070713,,255
20070714,,255
20070715,,255
20070716,,255
20070717,,255
20070718,,255
20070719,,255
20070720,,255
20070721,,255
20070722,,255
20070723,,255
20070724,,255
20070725,,255
20070726,,255
20070727,,255
20070728,,255
20070729,,255
20070730,,255
20070731,,255
20070801,,255
20070802,,255
20070803,,255
20070804,,255
20070805,,255
20070806,,255
20070807,,255
20070808,,255
20070809,,255
20070810,,255
20070811,,255
20070812,,255
20070813,,255
20070814,,255
20070815,,255
20070816,,255
20070817,,255
20070818,,255
20070819,,255
20070820,,255
20070821,,255
20070822,,255
20070823,,255
20070824,,255
20070825,,255
20070826,,255
20070827,,255
20070828,,255
20070829,,255
20070830,,255
20070831,,255
20070901,,255
20070902,,255
20070903,,255
20070904,,255
20070905,,255
20070906,,255
20070907,,255
20070908,,255
20070909,,255
20070910,,255
20070911,,255
20070912,,255
20070913,,255
20070914,,255
20070915,,255
20070916,,255
20070917,,255
20070918,,255
20070919,,255
20070920,,255
20070921,,255
20070922,,255
20070923,,255
20070924,,255
20070925,,255
20070926,,255
20070927,,255
20070928,,255
20070929,,255
20070930,,255
20071001,,255
20071002,,255
20071003,,255
20071004,,255
20071005,,255
20071006,,255
20071007,,255
20071008,,255
20071009,,255
20071010,,255
20071011,,255
20071012,,255
20071013,,255
20071014,,255
20071015,,255
20071016,,255
20071017,,255
20071018,,255
20071019,,255
20071020,,255
20071021,,255
20071022,,255
20071023,,255
20071024,,255
20071025,,255
20071026,,255
20071027,,255
20071028,,255
20071029,,255
20071030,,255
20071031,,255
20071101,,255
20071102,,255
20071103,,255
20071104,,255
20071105,,255
20071106,,255
20071107,,255
20071108,,255
20071109,,255
20071110,,255
20071111,,255
20071112,,255
20071113,,255
20071114,,255
20071115,,255
20071116,,255
20071117,,255
20071118,,255
20071119,,255
20071120,,255
20071121,,255
20071122,,255
20071123,,255
20071124,,255
20071125,,255
20071126,,255
20071127,,255
20071128,,255
20071129,,255
20071130,,255
20071201,,255
20071202,,255
20071203,,255
20071204,,255
20071205,,255
20071206,,255
20071207,,255
20071208,,255
20071209,,255
20071210,,255
20071211,,255
20071212,,255
20071213,,255
20071214,,255
20071215,,255
20071216,,255
20071217,,255
20071218,,255
20071219,,255
20071220,,255
20071221,,255
20071222,,255
20071223,,255
20071224,,255
20071225,,255
20071226,,255
20071227,,255
20071228,,255
20071229,,255
20071230,,255
20071231,,255
20080101,,255
20080102,,255
20080103,,255
20080104,,255
20080105,,255
20080106,,255
20080107,,255
20080108,,255
20080109,,255
20080110,,255
20080111,,255
20080112,,255
20080113,,255
20080114,,255
20080115,,255
20080116,,255
20080117,,255
20080118,,255
20080119,,255
20080120,,255
20080121,,255
20080122,,255
20080123,,255
20080124,,255
20080125,,255
20080126,,255
20080127,,255
20080128,,255
20080129,,255
20080130,,255
20080131,,255
20080201,,255
20080202,,255
20080203,,255
20080204,,255
20080205,,255
20080206,,255
20080207,,255
20080208,,255
20080209,,255
20080210,,255
20080211,,255
20080212,,255
20080213,,255
20080214,,255
20080215,,255
20080216,,255
20080217,,255
20080218,,255
20080219,,255
20080220,,255
20080221,,255
20080222,,255
20080223,,255
20080224,,255
20080225,,255
20080226,,255
20080227,,255
20080228,,255
20080229,,255
20080301,,255
20080302,,255
20080303,,255
20080304,,255
20080305,,255
20080306,,255
20080307,,255
20080308,,255
20080309,,255
20080310,,255
20080311,,255
20080312,,255
20080313,,255
20080314,,255
20080315,,255
20080316,,255
20080317,,255
20080318,,255
20080319,,255
20080320,,255
20080321,,255
20080322,,255
20080323,,255
20080324,,255
20080325,,255
20080326,,255
20080327,,255
20080328,,255
20080329,,255
20080330,,255
20080331,,255
20080401,,255
20080402,,255
20080403,,255
20080404,,255
20080405,,255
20080406,,255
20080407,,255
20080408,,255
20080409,,255
20080410,,255
20080411,,255
20080412,,255
20080413,,255
20080414,,255
20080415,,255
20080416,,255
20080417,,255
20080418,,255
20080419,,255
20080420,,255
20080421,,255
20080422,,255
20080423,,255
20080424,,255
20080425,,255
20080426,,255
20080427,,255
20080428,,255
20080429,,255
20080430,,255
20080501,,255
20080502,,255
20080503,,255
20080504,,255
20080505,,255
20080506,,255
20080507,,255
20080508,,255
20080509,,255
20080510,,255
20080511,,255
20080512,,255
20080513,,255
20080514,,255
20080515,,255
20080516,,255
20080517,,255
20080518,,255
20080519,,255
20080520,,255
20080521,,255
20080522,,255
20080523,,255
20080524,,255
20080525,,255
20080526,,255
20080527,,255
20080528,,255
20080529,,255
20080530,,255
20080531,,255
20080601,,255
20080602,,255
20080603,,255
20080604,,255
20080605,,255
20080606,,255
20080607,,255
20080608,,255
20080609,,255
20080610,,255
20080611,,255
20080612,,255
20080613,,255
20080614,,255
20080615,,255
20080616,,255
20080617,,255
20080618,,255
20080619,,255
20080620,,255
20080621,,255
20080622,,255
20080623,,255
20080624,,255
20080625,,255
20080626,,255
20080627,,255
20080628,,255
20080629,,255
20080630,,255
20080701,,255
20080702,,255
20080703,,255
20080704,,255
20080705,,255
20080706,,255
20080707,,255
20080708,,255
20080709,,255
20080710,,255
20080711,,255
20080712,,255
20080713,,255
20080714,,255
20080715,,255
20080716,,255
20080717,,255
20080718,,255
20080719,,255
20080720,,255
20080721,,255
20080722,,255
20080723,,255
20080724,,255
20080725,,255
20080726,,255
20080727,,255
20080728,,255
20080729,,255
20080730,,255
20080731,,255
20080801,,255
20080802,,255
20080803,,255
20080804,,255
20080805,,255
20080806,,255
20080807,,255
20080808,,255
20080809,,255
20080810,,255
20080811,,255
20080812,,255
20080813,,255
20080814,,255
20080815,,255
20080816,,255
20080817,,255
20080818,,255
20080819,,255
20080820,,255
20080821,,255
20080822,,255
20080823,,255
20080824,,255
20080825,,255
20080826,,255
20080827,,255
20080828,,255
20080829,,255
20080830,,255
20080831,,255
20080901,,255
20080902,,255
20080903,,255
20080904,,255
20080905,,255
20080906,,255
20080907,,255
20080908,,255
20080909,,255
20080910,,255
20080911,,255
20080912,,255
20080913,,255
20080914,,255
20080915,,255
20080916,,255
20080917,,255
20080918,,255
20080919,,255
20080920,,255
20080921,,255
20080922,,255
20080923,,255
20080924,,255
20080925,,255
20080926,,255
20080927,,255
20080928,,255
20080929,,255
20080930,,255
20081001,,255
20081002,,255
20081003,,255
20081004,,255
20081005,,255
20081006,,255
20081007,,255
20081008,,255
20081009,,255
20081010,,255
20081011,,255
20081012,,255
20081013,,255
20081014,,255
20081015,,255
20081016,,255
20081017,,255
20081018,,255
20081019,,255
20081020,,255
20081021,,255
20081022,,255
20081023,,255
20081024,,255
20081025,,255
20081026,,255
20081027,,255
20081028,,255
20081029,,255
20081030,,255
20081031,,255
20081101,,255
20081102,,255
20081103,,255
20081104,,255
20081105,,255
20081106,,255
20081107,,255
20081108,,255
20081109,,255
20081110,,255
20081111,,255
20081112,,255
20081113,,255
20081114,,255
20081115,,255
20081116,,255
20081117,,255
20081118,,255
20081119,,255
20081120,,255
20081121,,255
20081122,,255
20081123,,255
20081124,,255
20081125,,255
20081126,,255
20081127,,255
20081128,,255
20081129,,255
20081130,,255
20081201,,255
20081202,,255
20081203,,255
20081204,,255
20081205,,255
20081206,,255
20081207,,255
20081208,,255
20081209,,255
20081210,,255
20081211,,255
20081212,,255
20081213,,255
20081214,,255
20081215,,255
20081216,,255
20081217,,255
20081218,,255
20081219,,255
20081220,,255
20081221,,255
20081222,,255
20081223,,255
20081224,,255
20081225,,255
20081226,,255
20081227,,255
20081228,,255
20081229,,255
20081230,,255
20081231,,255
20090101,,255
20090102,,255
20090103,,255
20090104,,255
20090105,,255
20090106,,255
20090107,,255
20090108,,255
20090109,,255
20090110,,255
20090111,,255
20090112,,255
20090113,,255
20090114,,255
20090115,,255
20090116,,255
20090117,,255
20090118,,255
20090119,,255
20090120,,255
20090121,,255
20090122,,255
20090123,,255
20090124,,255
20090125,,255
20090126,,255
20090127,,255
20090128,,255
20090129,,255
20090130,,255
20090131,,255
20090201,,255
20090202,,255
20090203,,255
20090204,,255
20090205,,255
20090206,,255
20090207,,255
20090208,,255
20090209,,255
20090210,,255
20090211,,255
20090212,,255
20090213,,255
20090214,,255
20090215,,255
20090216,,255
20090217,,255
20090218,,255
20090219,,255
20090220,,255
20090221,,255
20090222,,255
20090223,,255
20090224,,255
20090225,,255
20090226,,255
20090227,,255
20090228,,255
20090301,,255
20090302,,255
20090303,,255
20090304,,255
20090305,,255
20090306,,255
20090307,,255
20090308,,255
20090309,,255
20090310,,255
20090311,,255
20090312,,255
20090313,,255
20090314,,255
20090315,,255
20090316,,255
20090317,,255
20090318,,255
20090319,,255
20090320,,255
20090321,,255
20090322,,255
20090323,,255
20090324,,255
20090325,,255
20090326,,255
20090327,,255
20090328,,255
20090329,,255
20090330,,255
20090331,,255
20090401,,255
20090402,,255
20090403,,255
20090404,,255
20090405,,255
20090406,,255
20090407,,255
20090408,,255
20090409,,255
20090410,,255
20090411,,255
20090412,,255
20090413,,255
20090414,,255
20090415,,255
20090416,,255
20090417,,255
20090418,,255
20090419,,255
20090420,,255
20090421,,255
20090422,,255
20090423,,255
20090424,,255
20090425,,255
20090426,,255
20090427,,255
20090428,,255
20090429,,255
20090430,,255
20090501,,255
20090502,,255
20090503,,255
20090504,,255
20090505,,255
20090506,,255
20090507,,255
20090508,,255
20090509,,255
20090510,,255
20090511,,255
20090512,,255
20090513,,255
20090514,,255
20090515,,255
20090516,,255
20090517,,255
20090518,,255
20090519,,255
20090520,,255
20090521,,255
20090522,,255
20090523,,255
20090524,,255
20090525,,255
20090526,,255
20090527,,255
20090528,,255
20090529,,255
20090530,,255
20090531,,255
20090601,,255
20090602,,255
20090603,,255
20090604,,255
20090605,,255
20090606,,255
20090607,,255
20090608,,255
20090609,,255
20090610,,255
20090611,,255
20090612,,255
20090613,,255
20090614,,255
20090615,,255
20090616,,255
20090617,,255
20090618,,255
20090619,,255
20090620,,255
20090621,,255
20090622,,255
20090623,,255
20090624,,255
20090625,,255
20090626,,255
20090627,,255
20090628,,255
20090629,,255
20090630,,255
20090701,,255
20090702,,255
20090703,,255
20090704,,255
20090705,,255
20090706,,255
20090707,,255
20090708,,255
20090709,,255
20090710,,255
20090711,,255
20090712,,255
20090713,,255
20090714,,255
20090715,,255
20090716,,255
20090717,,255
20090718,,255
20090719,,255
20090720,,255
20090721,,255
20090722,,255
20090723,,255
20090724,,255
20090725,,255
20090726,,255
20090727,,255
20090728,,255
20090729,,255
20090730,,255
20090731,,255
20090801,,255
20090802,,255
20090803,,255
20090804,,255
20090805,,255
20090806,,255
20090807,,255
20090808,,255
20090809,,255
20090810,,255
20090811,,255
20090812,,255
20090813,,255
20090814,,255
20090815,,255
20090816,,255
20090817,,255
20090818,,255
20090819,,255
20090820,,255
20090821,,255
20090822,,255
20090823,,255
20090824,,255
20090825,,255
20090826,,255
20090827,,255
20090828,,255
20090829,,255
20090830,,255
20090831,,255
20090901,,255
20090902,,255
20090903,,255
20090904,,255
20090905,,255
20090906,,255
20090907,,255
20090908,,255
20090909,,255
20090910,,255
20090911,,255
20090912,,255
20090913,,255
20090914,,255
20090915,,255
20090916,,255
20090917,,255
20090918,,255
20090919,,255
20090920,,255
20090921,,255
20090922,,255
20090923,,255
20090924,,255
20090925,,255
20090926,,255
20090927,,255
20090928,,255
20090929,,255
20090930,,255
20091001,,255
20091002,,255
20091003,,255
20091004,,255
20091005,,255
20091006,,255
20091007,,255
20091008,,255
20091009,,255
20091010,,255
20091011,,255
20091012,,255
20091013,,255
20091014,,255
20091015,,255
20091016,,255
20091017,,255
20091018,,255
20091019,,255
20091020,,255
20091021,,255
20091022,,255
20091023,,255
20091024,,255
20091025,,255
20091026,,255
20091027,,255
20091028,,255
20091029,,255
20091030,,255
20091031,,255
20091101,,255
20091102,,255
20091103,,255
20091104,,255
20091105,,255
20091106,,255
20091107,,255
20091108,,255
20091109,,255
20091110,,255
20091111,,255
20091112,,255
20091113,,255
20091114,,255
20091115,,255
20091116,,255
20091117,,255
20091118,,255
20091119,,255
20091120,,255
20091121,,255
20091122,,255
20091123,,255
20091124,,255
20091125,,255
20091126,,255
20091127,,255
20091128,,255
20091129,,255
20091130,,255
20091201,,255
20091202,,255
20091203,,255
20091204,,255
20091205,,255
20091206,,255
20091207,,255
20091208,,255
20091209,,255
20091210,,255
20091211,,255
20091212,,255
20091213,,255
20091214,,255
20091215,,255
20091216,,255
20091217,,255
20091218,,255
20091219,,255
20091220,,255
20091221,,255
20091222,,255
20091223,,255
20091224,,255
20091225,,255
20091226,,255
20091227,,255
20091228,,255
20091229,,255
20091230,,255
20091231,,255
20100101,,255
20100102,,255
20100103,,255
20100104,,255
20100105,,255
20100106,,255
20100107,,255
20100108,,255
20100109,,255
20100110,,255
20100111,,255
20100112,,255
20100113,,255
20100114,,255
20100115,,255
20100116,,255
20100117,,255
20100118,,255
20100119,,255
20100120,,255
20100121,,255
20100122,37.323,2
20100123,35.045,2
20100124,42.153,2
20100125,44.809,2
20100126,50.733,2
20100127,126.133,2
20100128,144.658,2
20100129,118.209,2
20100130,131.85,2
20100131,154.836,2
20100201,161.58,2
20100202,173.833,2
20100203,152.696,2
20100204,133.758,2
20100205,112.333,2
20100206,94.999,2
20100207,79.176,2
20100208,68.294,2
20100209,64.372,2
20100210,56.808,2
20100211,55.763,2
20100212,53.244,2
20100213,55.639,2
20100214,52.164,2
20100215,46.237,2
20100216,40.387,2
20100217,42.994,2
20100218,40.192,2
20100219,34.045,2
20100220,37.688,2
20100221,37.816,2
20100222,44.135,2
20100223,58.351,2
